Nazwa Planety,Gospodarz Planety,Metoda Odkrycia,Instytucja Odkrywająca,Typ Spektralny,Stosunek Metaliczności Gwiazdy,Nr,Liczba Gwiazd,Liczba Planet,Rok Odkrycia,Okres Orbitalny (dni),Pół Oś Orbity,Masa,Mimośród,Strumień Insolacji,Temperatura Równowagi,Efektywna Temperatura Gwiazdy,Promień Gwiazdy,Masa Gwiazdy,Metaliczność Gwiazdy,Grawitacja Powierzchniowa Gwiazdy,Odległość,Wielkość Magnitudo (Gaia)
Kepler-1257 b,Kepler-1257,Transit,Kepler,,[Fe/H],1976,1,1,2016,2.66831376,,,,,,5502.0,0.87,0.9,-0.09,4.52,1105.95,15.5124
Kepler-1258 b,Kepler-1258,Transit,Kepler,,[Fe/H],1977,1,1,2016,0.98494017,,,,,,5839.0,0.99,0.99,-0.07,4.45,717.555,13.7847
Kepler-1259 b,Kepler-1259,Transit,Kepler,,[Fe/H],1978,1,1,2016,0.66308526,,,,,,5053.0,0.77,0.8,-0.07,4.58,805.562,15.333
Kepler-126 b,Kepler-126,Transit,Kepler,,,1979,1,3,2014,10.495711,0.099,,,,,6239.0,1.36,,,4.25,237.401,10.454
Kepler-126 c,Kepler-126,Transit,Kepler,,,1980,1,3,2014,21.869741,0.162,,,,,6239.0,1.36,,,4.25,237.401,10.454
Kepler-126 d,Kepler-126,Transit,Kepler,,,1981,1,3,2014,100.283134,0.448,,,,,6239.0,1.36,,,4.25,237.401,10.454
Kepler-1260 b,Kepler-1260,Transit,Kepler,,[Fe/H],1982,1,1,2016,19.1187753,,,,,,5961.0,1.08,1.06,0.01,4.39,1734.43,14.8234
Kepler-1261 b,Kepler-1261,Transit,Kepler,,[Fe/H],1983,1,1,2016,48.4308991,,,,,,5006.0,0.77,0.82,0.03,4.58,744.294,15.5817
Kepler-1262 b,Kepler-1262,Transit,Kepler,,[Fe/H],1984,1,1,2016,8.67900242,,,,,,5771.0,0.98,0.99,-0.02,4.45,1054.87,15.1837
Kepler-1263 b,Kepler-1263,Transit,Kepler,,[Fe/H],1985,1,1,2016,4.55139967,,,,,,5213.0,0.8,0.84,-0.03,4.56,664.83,15.0007
Kepler-1264 b,Kepler-1264,Transit,Kepler,,[Fe/H],1986,1,1,2016,0.96852602,,,,,,5791.0,0.98,0.99,-0.02,4.45,801.993,14.4788
Kepler-1265 b,Kepler-1265,Transit,Kepler,,[Fe/H],1987,1,1,2016,6.49441289,,,,,,4630.0,0.69,0.71,-0.1,4.63,583.641,15.5655
Kepler-1266 b,Kepler-1266,Transit,Kepler,,[Fe/H],1988,1,1,2016,28.474748,,,,,,5044.0,0.76,0.8,-0.07,4.59,849.312,15.836
Kepler-1267 b,Kepler-1267,Transit,Kepler,,[Fe/H],1989,1,1,2016,13.0313945,,,,,,6096.0,1.2,1.15,0.07,4.33,1379.43,15.8136
Kepler-1268 b,Kepler-1268,Transit,Kepler,,[Fe/H],1990,1,1,2016,40.9903986,,,,,,5904.0,1.09,1.06,0.05,4.38,1840.77,15.2224
Kepler-1269 b,Kepler-1269,Transit,Kepler,,[Fe/H],1991,1,1,2016,37.3331536,,,,,,5998.0,1.15,1.1,0.07,4.36,1097.23,13.5701
Kepler-127 b,Kepler-127,Transit,Kepler,,,1992,1,3,2014,14.435889,0.125,,,,,6106.0,1.36,,,4.26,352.794,11.4381
Kepler-127 c,Kepler-127,Transit,Kepler,,,1993,1,3,2014,29.393195,0.2,,,,,6106.0,1.36,,,4.26,352.794,11.4381
Kepler-127 d,Kepler-127,Transit,Kepler,,,1994,1,3,2014,48.630408,0.28,,,,,6106.0,1.36,,,4.26,352.794,11.4381
Kepler-1270 b,Kepler-1270,Transit,Kepler,,[Fe/H],1995,1,1,2016,6.03356196,,,,,,5047.0,3.38,1.28,-0.02,3.49,1095.05,13.2851
Kepler-1271 b,Kepler-1271,Transit,Kepler,,[Fe/H],1996,1,1,2016,3.0255955,,,,,,6143.0,1.23,1.13,-0.01,4.31,831.991,13.8677
Kepler-1272 b,Kepler-1272,Transit,Kepler,,[Fe/H],1997,1,1,2016,51.1309704,,,,,,5926.0,1.09,1.06,0.06,4.39,1206.37,14.3837
Kepler-1273 b,Kepler-1273,Transit,Kepler,,[Fe/H],1998,1,1,2016,28.625653,,,,,,5566.0,0.91,0.94,0.03,4.5,1114.24,15.796
Kepler-1274 b,Kepler-1274,Transit,Kepler,,[Fe/H],1999,1,1,2016,6.98152703,,,,,,6179.0,2.17,1.45,0.11,3.93,614.648,11.6819
Kepler-1275 b,Kepler-1275,Transit,Kepler,,[Fe/H],2000,1,1,2016,3.65691115,,,,,,6296.0,1.36,1.23,0.04,4.26,1153.98,14.4061
Kepler-1276 b,Kepler-1276,Transit,Kepler,,[Fe/H],2001,1,1,2016,12.5720095,,,,,,6188.0,1.21,1.14,-0.02,4.33,538.481,12.8485
Kepler-1277 b,Kepler-1277,Transit,Kepler,,[Fe/H],2002,1,1,2016,40.8365012,,,,,,5578.0,0.92,0.94,-0.01,4.49,557.193,14.0928
Kepler-1278 b,Kepler-1278,Transit,Kepler,,[Fe/H],2003,1,1,2016,3.23941344,,,,,,6074.0,1.16,1.11,0.02,4.35,889.426,13.6316
Kepler-1279 b,Kepler-1279,Transit,Kepler,,[Fe/H],2004,1,1,2016,23.4774101,,,,,,6221.0,1.33,1.21,0.06,4.26,1494.22,13.9318
Kepler-128 b,Kepler-128,Transit,Kepler,,,2005,1,2,2013,15.09,,0.77,,,,,1.61,1.09,,,396.379,11.2886
Kepler-128 c,Kepler-128,Transit,Kepler,,,2006,1,2,2013,22.804,,0.9,,,,,1.61,1.09,,,396.379,11.2886
Kepler-1280 b,Kepler-1280,Transit,Kepler,,[Fe/H],2007,1,1,2016,66.5579057,,,,,,6227.0,1.32,1.2,0.04,4.28,1486.7,13.9999
Kepler-1281 b,Kepler-1281,Transit,Kepler,,[Fe/H],2008,1,1,2016,3.11602791,,,,,,5353.0,0.83,0.87,-0.04,4.55,,15.997
Kepler-1282 b,Kepler-1282,Transit,Kepler,,[Fe/H],2009,1,1,2016,2.13194651,,,,,,5504.0,0.89,0.92,0.01,4.51,1103.29,15.4921
Kepler-1283 b,Kepler-1283,Transit,Kepler,,[Fe/H],2010,1,1,2016,12.9460978,,,,,,6175.0,1.25,1.16,0.04,4.31,2921.99,15.0697
Kepler-1284 b,Kepler-1284,Transit,Kepler,,[Fe/H],2011,1,1,2016,0.66407381,,,,,,5123.0,0.79,0.84,0.03,4.57,882.324,15.6622
Kepler-1285 b,Kepler-1285,Transit,Kepler,,[Fe/H],2012,1,1,2016,14.7967458,,,,,,6170.0,1.28,1.2,0.16,4.3,422.269,11.6497
Kepler-1286 b,Kepler-1286,Transit,Kepler,,[Fe/H],2013,1,1,2016,11.25402929,,,,,,5753.0,0.98,1.0,0.03,4.45,1354.46,15.1425
Kepler-1287 b,Kepler-1287,Transit,Kepler,,[Fe/H],2014,1,1,2016,11.47685909,,,,,,5715.0,0.94,0.96,-0.05,4.48,1003.26,15.0069
Kepler-1288 b,Kepler-1288,Transit,Kepler,,[Fe/H],2015,1,1,2016,2.76122421,,,,,,6132.0,1.29,1.2,0.14,4.29,814.078,13.1774
Kepler-1289 b,Kepler-1289,Transit,Kepler,,[Fe/H],2016,1,1,2016,7.99019627,,,,,,6080.0,1.17,1.1,0.02,4.35,1053.57,14.5992
Kepler-129 b,Kepler-129,Transit,Kepler,G4 V,[Fe/H],2017,1,3,2014,15.79,0.13,20.0,,,,5770.0,1.65,1.18,0.29,,408.845,11.6437
Kepler-129 c,Kepler-129,Transit,Kepler,G4 V,[Fe/H],2018,1,3,2014,82.2,0.39,43.0,,,,5770.0,1.65,1.18,0.29,,408.845,11.6437
Kepler-129 d,Kepler-129,Radial Velocity,W. M. Keck Observatory,G4 V,[Fe/H],2019,1,3,2021,2646.0,4.0,2637.97578,0.15,,,5770.0,1.65,1.18,0.29,,408.845,11.6437
Kepler-1290 b,Kepler-1290,Transit,Kepler,,[Fe/H],2020,1,1,2016,4.69500134,,,,,,5660.0,0.93,0.95,-0.02,4.49,1593.7,15.6906
Kepler-1291 b,Kepler-1291,Transit,Kepler,,[Fe/H],2021,1,1,2016,8.63043276,,,,,,5216.0,0.8,0.84,-0.04,4.56,897.352,15.8826
Kepler-1292 b,Kepler-1292,Transit,Kepler,,[Fe/H],2022,1,1,2016,3.27646405,,,,,,5556.0,0.93,0.95,0.08,4.49,1493.43,15.9483
Kepler-1293 b,Kepler-1293,Transit,Kepler,,[Fe/H],2023,1,1,2016,5.57654784,,,,,,6241.0,1.28,1.18,0.0,4.29,1028.16,13.3004
Kepler-1294 b,Kepler-1294,Transit,Kepler,,[Fe/H],2024,1,1,2016,115.6862258,,,,,,5776.0,0.97,0.99,-0.03,4.46,1855.7,15.1501
Kepler-1295 b,Kepler-1295,Transit,Kepler,,[Fe/H],2025,1,1,2016,3.81371974,,,,,,5486.0,0.89,0.92,0.04,4.51,1174.46,15.9075
Kepler-1296 b,Kepler-1296,Transit,Kepler,,[Fe/H],2026,1,1,2016,8.3839865,,,,,,5359.0,0.83,0.87,-0.04,4.55,1551.54,14.6267
Kepler-1297 b,Kepler-1297,Transit,Kepler,,[Fe/H],2027,1,1,2016,1.68189002,,,,,,5818.0,0.99,0.99,-0.04,4.45,1439.47,14.7821
Kepler-1298 b,Kepler-1298,Transit,Kepler,,[Fe/H],2028,1,1,2016,7.12811928,,,,,,6339.0,2.0,1.45,0.13,4.0,544.163,11.3125
Kepler-1299 b,Kepler-1299,Transit,Kepler,,[Fe/H],2029,1,1,2016,19.9400874,,,,,,5609.0,0.91,0.94,-0.01,4.5,1404.94,15.9003
Kepler-130 b,Kepler-130,Transit,Kepler,,,2030,2,3,2014,8.457458,0.079,,,,,5884.0,1.13,,,4.3,316.663,11.8253
Kepler-130 c,Kepler-130,Transit,Kepler,,[Fe/H],2031,2,3,2014,27.50868,0.178,,0.0,,683.0,5879.0,1.17,1.0,0.02,4.29,316.663,11.8253
Kepler-130 d,Kepler-130,Transit,Kepler,,,2032,2,3,2014,87.517905,0.377,,,,,5884.0,1.13,,,4.3,316.663,11.8253
Kepler-1300 b,Kepler-1300,Transit,Kepler,,[Fe/H],2033,1,1,2016,22.2419092,,,,,,6130.0,1.79,1.29,0.05,4.04,777.025,12.7678
Kepler-1301 b,Kepler-1301,Transit,Kepler,,[Fe/H],2034,1,1,2016,9.08237046,,,,,,5188.0,0.81,0.85,0.01,4.56,854.28,15.3734
Kepler-1302 b,Kepler-1302,Transit,Kepler,,[Fe/H],2035,1,1,2016,8.83922659,,,,,,5236.0,0.82,0.86,0.04,4.55,634.58,15.0387
Kepler-1303 b,Kepler-1303,Transit,Kepler,,[Fe/H],2036,1,1,2016,7.56127224,,,,,,5771.0,1.0,1.01,0.04,4.44,897.783,14.6164
Kepler-1304 b,Kepler-1304,Transit,Kepler,,[Fe/H],2037,1,1,2016,16.1288853,,,,,,5259.0,0.81,0.85,-0.05,4.56,2176.08,15.0446
Kepler-1305 b,Kepler-1305,Transit,Kepler,,[Fe/H],2038,1,1,2016,13.5630972,,,,,,5701.0,0.96,0.97,0.01,4.47,1575.23,15.7145
Kepler-1306 b,Kepler-1306,Transit,Kepler,,[Fe/H],2039,1,1,2016,16.29595382,,,,,,5727.0,0.97,0.98,0.0,4.45,1107.5,15.212
Kepler-1307 b,Kepler-1307,Transit,Kepler,,[Fe/H],2040,1,1,2016,18.01621096,,,,,,5884.0,1.08,1.06,0.06,4.39,1014.62,15.3803
Kepler-1308 b,Kepler-1308,Transit,Kepler,,[Fe/H],2041,1,1,2016,2.10433812,,,,,,3468.0,0.34,0.35,-0.13,4.92,112.705,14.4744
Kepler-1309 b,Kepler-1309,Transit,Kepler,,[Fe/H],2042,1,1,2016,28.8432647,,,,,,5235.0,0.8,0.85,-0.03,4.56,,16.1875
Kepler-131 b,Kepler-131,Transit,Kepler,,[Fe/H],2043,1,2,2014,16.092,,16.13,,,,5685.0,1.03,1.02,0.12,4.42,228.678,11.4904
Kepler-131 c,Kepler-131,Transit,Kepler,,[Fe/H],2044,1,2,2014,25.5169,,8.25,,,,5685.0,1.03,1.02,0.12,4.42,228.678,11.4904
Kepler-1310 b,Kepler-1310,Transit,Kepler,,[Fe/H],2045,1,1,2016,0.67933627,,,,,,5549.0,0.88,0.91,-0.07,4.51,569.185,14.1223
Kepler-1311 b,Kepler-1311,Transit,Kepler,,[Fe/H],2046,1,2,2016,11.1726994,,,,,,5748.0,1.4,1.05,0.09,4.16,866.331,13.3176
Kepler-1311 c,Kepler-1311,Transit,Kepler,,[Fe/H],2047,1,2,2016,2.53573424,,,,,,5748.0,1.4,1.05,0.09,4.16,866.331,13.3176
Kepler-1312 b,Kepler-1312,Transit,Kepler,,[Fe/H],2048,1,1,2016,5.44832529,,,,,,5719.0,0.92,0.99,-0.02,4.51,299.104,12.3778
Kepler-1313 b,Kepler-1313,Transit,Kepler,,[Fe/H],2049,1,1,2016,3.83309118,,,,,,5453.0,0.85,0.92,0.0,4.54,174.234,11.7892
Kepler-1314 b,Kepler-1314,Transit,Kepler,,[Fe/H],2050,1,1,2016,5.42474928,,,,,,4188.0,0.59,0.6,-0.22,4.68,,17.1206
Kepler-1315 b,Kepler-1315,Transit,Kepler,,[Fe/H],2051,1,1,2016,0.84338011,,,,,,4861.0,0.75,0.8,0.07,4.6,480.869,14.9517
Kepler-1316 b,Kepler-1316,Transit,Kepler,,[Fe/H],2052,1,1,2016,87.9732136,,,,,,5884.0,1.12,1.04,0.03,4.36,800.871,13.9509
Kepler-1317 b,Kepler-1317,Transit,Kepler,,[Fe/H],2053,1,1,2016,0.56887443,,,,,,5144.0,0.79,0.83,-0.01,4.57,728.303,15.2339
Kepler-1318 b,Kepler-1318,Transit,Kepler,,[Fe/H],2054,1,1,2016,213.257663,,,,,,4598.0,0.7,0.73,-0.01,4.62,475.248,15.2424
Kepler-1319 b,Kepler-1319,Transit,Kepler,,[Fe/H],2055,2,1,2016,2.88676265,,,,,,3655.0,0.54,0.56,0.44,4.73,103.917,14.2218
Kepler-132 b,Kepler-132,Transit,Kepler,,,2056,2,4,2014,6.178196,0.067,,,,,6003.0,1.18,,,4.31,349.549,
Kepler-132 c,Kepler-132,Transit,Kepler,,,2057,2,4,2014,6.414914,0.068,,,,,6003.0,1.18,,,4.31,349.549,
Kepler-132 d,Kepler-132,Transit,Kepler,,,2058,2,4,2014,18.010199,0.136,,,,,6003.0,1.18,,,4.31,349.549,
Kepler-132 e,Kepler-132,Transit,Kepler,,[Fe/H],2059,2,4,2016,110.2869374,,,,,,6023.0,1.1,1.03,-0.13,4.37,349.549,
Kepler-1320 b,Kepler-1320,Transit,Kepler,,[Fe/H],2060,1,1,2016,0.86838653,,,,,,4817.0,0.74,0.8,0.1,4.6,647.424,15.9045
Kepler-1321 b,Kepler-1321,Transit,Kepler,,[Fe/H],2061,1,2,2016,11.12830484,,,,,,4094.0,0.53,0.54,-0.45,4.73,769.146,16.9282
Kepler-1321 c,Kepler-1321,Transit,Kepler,,[Fe/H],2062,1,2,2016,2.22649109,,,,,,4094.0,0.53,0.54,-0.45,4.73,769.146,16.9282
Kepler-1322 b,Kepler-1322,Transit,Kepler,,[Fe/H],2063,1,1,2016,0.96286738,,,,,,5488.0,0.87,0.9,-0.07,4.52,1350.32,15.7753
Kepler-1323 b,Kepler-1323,Transit,Kepler,,[Fe/H],2064,1,1,2016,0.92990668,,,,,,6169.0,1.4,1.18,0.02,4.21,465.417,12.344
Kepler-1324 b,Kepler-1324,Transit,Kepler,,[Fe/H],2065,1,1,2016,4.11584468,,,,,,4776.0,0.73,0.78,0.05,4.61,481.667,15.1336
Kepler-1325 b,Kepler-1325,Transit,Kepler,,[Fe/H],2066,1,1,2016,33.8786838,,,,,,5550.0,0.91,0.93,0.01,4.5,973.368,15.1289
Kepler-1326 b,Kepler-1326,Transit,Kepler,,[Fe/H],2067,1,1,2016,42.3514267,,,,,,6725.0,1.74,1.45,0.02,4.12,698.326,12.7411
Kepler-1327 b,Kepler-1327,Transit,Kepler,,[Fe/H],2068,1,1,2016,14.88801098,,,,,,5885.0,1.03,1.02,-0.03,4.42,678.069,13.8837
Kepler-1328 b,Kepler-1328,Transit,Kepler,,[Fe/H],2069,1,1,2016,4.52158888,,,,,,5780.0,0.99,1.0,0.0,4.44,813.543,13.8033
Kepler-1329 b,Kepler-1329,Transit,Kepler,,[Fe/H],2070,1,1,2016,9.33646594,,,,,,4500.0,0.69,0.72,0.02,4.62,588.037,15.8498
Kepler-133 b,Kepler-133,Transit,Kepler,,,2071,1,2,2014,8.129976,0.083,,,,,5736.0,1.43,,,4.19,653.6,12.8415
Kepler-133 c,Kepler-133,Transit,Kepler,,,2072,1,2,2014,31.517586,0.204,,,,,5736.0,1.43,,,4.19,653.6,12.8415
Kepler-1330 b,Kepler-1330,Transit,Kepler,,[Fe/H],2073,1,1,2016,10.10769068,,,,,,5608.0,0.94,0.97,0.08,4.48,1720.48,14.9451
Kepler-1331 b,Kepler-1331,Transit,Kepler,,[Fe/H],2074,1,1,2016,0.78916165,,,,,,4508.0,0.69,0.72,0.05,4.63,319.197,15.0318
Kepler-1332 b,Kepler-1332,Transit,Kepler,,[Fe/H],2075,1,1,2016,11.87456832,,,,,,5581.0,0.9,0.95,0.0,4.51,528.685,13.795
Kepler-1333 b,Kepler-1333,Transit,Kepler,,[Fe/H],2076,1,1,2016,109.6471842,,,,,,5628.0,0.92,0.94,-0.04,4.49,932.446,15.1714
Kepler-1334 b,Kepler-1334,Transit,Kepler,,[Fe/H],2077,1,1,2016,15.64591713,,,,,,5614.0,0.91,0.94,-0.03,4.5,1223.04,15.171
Kepler-1335 b,Kepler-1335,Transit,Kepler,,[Fe/H],2078,1,1,2016,6.26406846,,,,,,4903.0,0.74,0.77,-0.07,4.6,621.853,15.3037
Kepler-1336 b,Kepler-1336,Transit,Kepler,,[Fe/H],2079,1,2,2016,23.198681,,,,,,5512.0,1.3,0.94,0.05,4.18,1126.64,14.0381
Kepler-1336 c,Kepler-1336,Transit,Kepler,,[Fe/H],2080,1,2,2016,5.77721211,,,,,,5512.0,1.3,0.94,0.05,4.18,1126.64,14.0381
Kepler-1337 b,Kepler-1337,Transit,Kepler,,[Fe/H],2081,1,1,2016,24.4002549,,,,,,4523.0,0.67,0.7,-0.09,4.64,601.629,15.8169
Kepler-1338 b,Kepler-1338,Transit,Kepler,,[Fe/H],2082,1,1,2016,0.93511806,,,,,,5909.0,1.05,1.04,0.0,4.41,753.26,13.5742
Kepler-1339 b,Kepler-1339,Transit,Kepler,,[Fe/H],2083,1,1,2016,1.34155513,,,,,,5586.0,0.93,0.94,0.01,4.47,371.049,12.1235
Kepler-134 b,Kepler-134,Transit,Kepler,,,2084,1,2,2014,5.317429,0.06,,,,,5983.0,1.18,,,4.31,334.797,12.2219
Kepler-134 c,Kepler-134,Transit,Kepler,,,2085,1,2,2014,10.105785,0.092,,,,,5983.0,1.18,,,4.31,334.797,12.2219
Kepler-1340 b,Kepler-1340,Transit,Kepler,,[Fe/H],2086,1,1,2016,0.66502692,,,,,,6331.0,1.42,1.27,0.07,4.24,981.779,14.7546
Kepler-1341 b,Kepler-1341,Transit,Kepler,,[Fe/H],2087,2,1,2016,132.9968322,,,,,,4662.0,0.72,0.79,0.19,4.62,476.957,15.0181
Kepler-1342 b,Kepler-1342,Transit,Kepler,,[Fe/H],2088,1,1,2016,2.21571036,,,,,,5527.0,0.9,0.93,0.03,4.51,890.724,15.3835
Kepler-1343 b,Kepler-1343,Transit,Kepler,,[Fe/H],2089,1,1,2016,3.35183158,,,,,,5759.0,0.93,0.95,-0.16,4.48,1756.71,15.5297
Kepler-1344 b,Kepler-1344,Transit,Kepler,,[Fe/H],2090,1,1,2016,4.7683049,,,,,,5981.0,1.13,1.09,0.06,4.37,853.959,14.0269
Kepler-1345 b,Kepler-1345,Transit,Kepler,,[Fe/H],2091,1,1,2016,44.6169557,,,,,,6449.0,1.55,1.32,0.04,4.18,1355.02,13.705
Kepler-1346 b,Kepler-1346,Transit,Kepler,,[Fe/H],2092,1,1,2016,3.40165668,,,,,,6133.0,1.21,1.14,0.04,4.33,843.701,14.462
Kepler-1347 b,Kepler-1347,Transit,Kepler,,[Fe/H],2093,1,1,2016,14.00947528,,,,,,5193.0,0.79,0.82,-0.11,4.57,,13.4122
Kepler-1348 b,Kepler-1348,Transit,Kepler,,[Fe/H],2094,1,1,2016,27.5722742,,,,,,5911.0,1.04,1.04,-0.01,4.42,1213.82,14.6789
Kepler-1349 b,Kepler-1349,Transit,Kepler,,[Fe/H],2095,1,1,2016,2.12823928,,,,,,6086.0,1.28,1.16,0.03,4.29,276.323,11.0821
Kepler-135 b,Kepler-135,Transit,Kepler,,,2096,1,2,2014,6.00253,0.067,,,,,6090.0,1.27,,,4.27,621.855,12.6789
Kepler-135 c,Kepler-135,Transit,Kepler,,,2097,1,2,2014,11.448708,0.103,,,,,6090.0,1.27,,,4.27,621.855,12.6789
Kepler-1350 b,Kepler-1350,Transit,Kepler,,[Fe/H],2098,1,2,2016,4.4968604,,,,,,3827.0,0.53,0.55,-0.06,4.74,340.691,16.2331
Kepler-1350 c,Kepler-1350,Transit,Kepler,,[Fe/H],2099,1,2,2016,1.76678906,,,,,,3827.0,0.53,0.55,-0.06,4.74,340.691,16.2331
Kepler-1351 b,Kepler-1351,Transit,Kepler,,[Fe/H],2100,1,1,2016,0.91614077,,,,,,4439.0,0.67,0.7,-0.03,4.64,202.782,14.0866
Kepler-1352 b,Kepler-1352,Transit,Kepler,,[Fe/H],2101,1,1,2016,1.87788275,,,,,,6118.0,1.16,1.11,0.0,4.35,670.829,13.2495
Kepler-1353 b,Kepler-1353,Transit,Kepler,,[Fe/H],2102,1,1,2016,24.7543966,,,,,,4776.0,0.72,0.76,-0.06,4.61,593.384,15.5059
Kepler-1354 b,Kepler-1354,Transit,Kepler,,[Fe/H],2103,1,1,2016,76.613377,,,,,,6168.0,1.24,1.16,0.03,4.31,1119.45,14.3687
Kepler-1355 b,Kepler-1355,Transit,Kepler,,[Fe/H],2104,1,1,2016,1.28958811,,,,,,5352.0,0.83,0.88,-0.04,4.55,911.269,15.452
Kepler-1356 b,Kepler-1356,Transit,Kepler,,[Fe/H],2105,1,1,2016,0.63400294,,,,,,5106.0,0.78,0.82,-0.02,4.58,845.228,15.7195
Kepler-1357 b,Kepler-1357,Transit,Kepler,,[Fe/H],2106,1,1,2016,3.0091324,,,,,,5597.0,0.9,0.93,-0.06,4.5,1015.69,15.2205
Kepler-1358 b,Kepler-1358,Transit,Kepler,,[Fe/H],2107,1,1,2016,7.06317341,,,,,,5181.0,0.79,0.82,-0.08,4.57,546.998,14.5403
Kepler-1359 b,Kepler-1359,Transit,Kepler,,[Fe/H],2108,1,1,2016,59.4970952,,,,,,4709.0,0.72,0.78,0.11,4.62,614.859,15.7534
Kepler-136 b,Kepler-136,Transit,Kepler,,,2109,2,2,2014,11.5789,0.106,,,,,6165.0,1.35,,,4.24,420.818,11.7544
Kepler-136 c,Kepler-136,Transit,Kepler,,,2110,2,2,2014,16.399235,0.133,,,,,6165.0,1.35,,,4.24,420.818,11.7544
Kepler-1360 b,Kepler-1360,Transit,Kepler,,[Fe/H],2111,1,1,2016,40.5286413,,,,,,6778.0,1.83,1.51,0.06,4.09,1516.27,13.8804
Kepler-1361 b,Kepler-1361,Transit,Kepler,,[Fe/H],2112,1,1,2016,3.57554956,,,,,,5131.0,0.79,0.83,0.0,4.57,389.143,13.9169
Kepler-1362 b,Kepler-1362,Transit,Kepler,,[Fe/H],2113,1,1,2016,136.205626,,,,,,4857.0,0.74,0.8,0.06,4.6,731.298,15.8246
Kepler-1363 b,Kepler-1363,Transit,Kepler,,[Fe/H],2114,1,1,2016,2.94194094,,,,,,4839.0,0.72,0.76,-0.09,4.61,541.714,15.2923
Kepler-1364 b,Kepler-1364,Transit,Kepler,,[Fe/H],2115,1,1,2016,13.32196237,,,,,,6805.0,1.79,1.49,0.04,4.1,1056.9,13.1858
Kepler-1365 b,Kepler-1365,Transit,Kepler,,[Fe/H],2116,1,2,2016,7.69993485,,,,,,5770.0,1.05,1.0,0.03,4.39,840.128,13.3798
Kepler-1365 c,Kepler-1365,Transit,Kepler,,[Fe/H],2117,1,2,2016,4.77468005,,,,,,5770.0,1.05,1.0,0.03,4.39,840.128,13.3798
Kepler-1366 b,Kepler-1366,Transit,Kepler,,[Fe/H],2118,1,1,2016,2.16457097,,,,,,4070.0,0.6,0.62,-0.02,4.68,465.826,15.8887
Kepler-1367 b,Kepler-1367,Transit,Kepler,,[Fe/H],2119,1,1,2016,1.57409027,,,,,,4106.0,0.6,0.62,-0.06,4.68,401.484,15.5576
Kepler-1368 b,Kepler-1368,Transit,Kepler,,[Fe/H],2120,1,1,2016,0.67564949,,,,,,5906.0,1.08,1.07,0.1,4.4,1635.82,15.8729
Kepler-1369 b,Kepler-1369,Transit,Kepler,,[Fe/H],2121,1,1,2016,25.873148,,,,,,5761.0,0.99,0.99,0.0,4.45,1236.56,15.3498
Kepler-137 b,Kepler-137,Transit,Kepler,,,2122,1,2,2014,8.436387,0.077,,,,,5187.0,0.8,,,4.55,302.979,12.9414
Kepler-137 c,Kepler-137,Transit,Kepler,,,2123,1,2,2014,18.735753,0.13,,,,,5187.0,0.8,,,4.55,302.979,12.9414
Kepler-1370 b,Kepler-1370,Transit,Kepler,,[Fe/H],2124,1,2,2016,20.2641684,,,,,,6202.0,1.29,1.19,0.05,4.29,1004.1,13.6743
Kepler-1370 c,Kepler-1370,Transit,Kepler,,[Fe/H],2125,1,2,2016,7.44142113,,,,,,6202.0,1.29,1.19,0.05,4.29,1004.1,13.6743
Kepler-1371 b,Kepler-1371,Transit,Kepler,,[Fe/H],2126,1,2,2016,3.4462039,,,,,,5361.0,0.83,0.87,-0.07,4.55,515.334,13.8344
Kepler-1371 c,Kepler-1371,Transit,Kepler,,[Fe/H],2127,1,2,2016,2.00541269,,,,,,5361.0,0.83,0.87,-0.07,4.55,515.334,13.8344
Kepler-1372 b,Kepler-1372,Transit,Kepler,,[Fe/H],2128,1,1,2016,1.31155557,,,,,,5677.0,0.97,0.98,0.05,4.46,1303.22,15.3493
Kepler-1373 b,Kepler-1373,Transit,Kepler,,[Fe/H],2129,1,1,2016,1.29123275,,,,,,6299.0,1.33,1.22,0.03,4.27,1699.46,14.0717
Kepler-1374 b,Kepler-1374,Transit,Kepler,,[Fe/H],2130,1,1,2016,10.65276707,,,,,,5323.0,0.81,0.85,-0.13,4.56,1078.46,15.93
Kepler-1375 b,Kepler-1375,Transit,Kepler,,[Fe/H],2131,1,1,2016,3.3004192,,,,,,6704.0,1.78,1.47,0.09,4.11,1430.84,13.7103
Kepler-1376 b,Kepler-1376,Transit,Kepler,,[Fe/H],2132,1,1,2016,5.30880656,,,,,,5659.0,0.97,0.98,0.07,4.46,868.056,14.6721
Kepler-1377 b,Kepler-1377,Transit,Kepler,,[Fe/H],2133,1,1,2016,0.74092842,,,,,,5218.0,0.82,0.86,0.05,4.55,1146.1,15.8887
Kepler-1378 b,Kepler-1378,Transit,Kepler,,[Fe/H],2134,1,1,2016,11.95398936,,,,,,4407.0,0.67,0.7,0.03,4.63,506.434,16.0538
Kepler-1379 b,Kepler-1379,Transit,Kepler,,[Fe/H],2135,1,1,2016,0.88184115,,,,,,5188.0,0.79,0.83,-0.04,4.57,971.325,15.8526
Kepler-138 b,Kepler-138,Transit,Kepler,,[Fe/H],2136,1,3,2014,10.3126,,0.066,,6.81,,3841.0,0.44,0.52,-0.28,4.89,66.8624,12.4715
Kepler-138 c,Kepler-138,Transit,Kepler,,[Fe/H],2137,1,3,2014,13.7813,,1.97,,4.63,,3841.0,0.44,0.52,-0.28,4.89,66.8624,12.4715
